Site,Transect,Quadrat,CPCE Point,Substrate,GF,Scar
Aow Leuk,AL1,22,15,TUR,NA,NA
Aow Leuk,AL1,22,16,TUR,NA,NA
Aow Leuk,AL1,22,17,TUR,NA,NA
Aow Leuk,AL1,22,18,TUR,NA,NA
Aow Leuk,AL1,22,19,HC,SUB,NA
Aow Leuk,AL1,22,20,TUR,NA,NA
Aow Leuk,AL1,22,21,AB,NA,NA
Aow Leuk,AL1,22,22,HC,ENC,NA
Aow Leuk,AL1,22,23,MAC,NA,NA
Aow Leuk,AL1,22,24,TUR,NA,NA
Aow Leuk,AL1,22,25,HC,ENC,NA
Aow Leuk,AL1,23,1,HC,TURB,NA
Aow Leuk,AL1,23,2,HC,TURB,NA
Aow Leuk,AL1,23,3,AB,NA,NA
Aow Leuk,AL1,23,4,HC,MAS,NA
Aow Leuk,AL1,23,5,AB,NA,NA
Aow Leuk,AL1,23,6,AB,NA,NA
Aow Leuk,AL1,23,7,HC,MAS,NA
Aow Leuk,AL1,23,8,HC,TURB,NA
Aow Leuk,AL1,23,9,HC,TURB,NA
Aow Leuk,AL1,23,10,HC,SUB,NA
Aow Leuk,AL1,23,11,TUR,NA,NA
Aow Leuk,AL1,23,12,TUR,NA,NA
Aow Leuk,AL1,23,13,TUR,NA,NA
Aow Leuk,AL1,23,14,HC,TURB,NA
Aow Leuk,AL1,23,15,AB,NA,NA
Aow Leuk,AL1,23,16,HC,MAS,NA
Aow Leuk,AL1,23,17,AB,NA,NA
Aow Leuk,AL1,23,18,UK,NA,NA
Aow Leuk,AL1,23,19,UK,NA,NA
Aow Leuk,AL1,23,20,AB,NA,NA
Aow Leuk,AL1,23,21,HC,MAS,NA
Aow Leuk,AL1,23,22,AB,NA,NA
Aow Leuk,AL1,23,23,TUR,NA,NA
Aow Leuk,AL1,23,24,AB,NA,NA
Aow Leuk,AL1,23,25,AB,NA,NA
Aow Leuk,AL1,24,1,AB,NA,NA
Aow Leuk,AL1,24,2,TUR,NA,NA
Aow Leuk,AL1,24,3,TUR,NA,NA
Aow Leuk,AL1,24,4,TUR,NA,NA
Aow Leuk,AL1,24,5,AB,NA,NA
Aow Leuk,AL1,24,6,AB,NA,NA
Aow Leuk,AL1,24,7,HC,MAS,NA
Aow Leuk,AL1,24,8,AB,NA,NA
Aow Leuk,AL1,24,9,TUR,NA,NA
Aow Leuk,AL1,24,10,HC,MAS,NA
Aow Leuk,AL1,24,11,TUR,NA,NA
Aow Leuk,AL1,24,12,TUR,NA,NA
Aow Leuk,AL1,24,13,AB,NA,NA
Aow Leuk,AL1,24,14,AB,NA,NA
Aow Leuk,AL1,24,15,TUR,NA,NA
Aow Leuk,AL1,24,16,TUR,NA,NA
Aow Leuk,AL1,24,17,AB,NA,NA
Aow Leuk,AL1,24,18,TUR,NA,NA
Aow Leuk,AL1,24,19,TUR,NA,NA
Aow Leuk,AL1,24,20,TUR,NA,NA
Aow Leuk,AL1,24,21,AB,NA,NA
Aow Leuk,AL1,24,22,HC,MAS,NA
Aow Leuk,AL1,24,23,TUR,NA,NA
Aow Leuk,AL1,24,24,TUR,NA,NA
Aow Leuk,AL1,24,25,TUR,NA,NA
Aow Leuk,AL1,25,1,TUR,NA,NA
Aow Leuk,AL1,25,2,TUR,NA,NA
Aow Leuk,AL1,25,3,TUR,NA,NA
Aow Leuk,AL1,25,4,HC,ARB,NA
Aow Leuk,AL1,25,5,TUR,NA,NA
Aow Leuk,AL1,25,6,TUR,NA,NA
Aow Leuk,AL1,25,7,TUR,NA,NA
Aow Leuk,AL1,25,8,TUR,NA,NA
Aow Leuk,AL1,25,9,TUR,NA,NA
Aow Leuk,AL1,25,10,TUR,NA,NA
Aow Leuk,AL1,25,11,TUR,NA,NA
Aow Leuk,AL1,25,12,TUR,NA,NA
Aow Leuk,AL1,25,13,HC,ARB,NA
Aow Leuk,AL1,25,14,TUR,NA,NA
Aow Leuk,AL1,25,15,HC,ARB,NA
Aow Leuk,AL1,25,16,TUR,NA,NA
Aow Leuk,AL1,25,17,TUR,NA,NA
Aow Leuk,AL1,25,18,HC,ARB,NA
Aow Leuk,AL1,25,19,TUR,NA,NA
Aow Leuk,AL1,25,20,TUR,NA,NA
Aow Leuk,AL1,25,21,TUR,NA,NA
Aow Leuk,AL1,25,22,TUR,NA,NA
Aow Leuk,AL1,25,23,TUR,NA,NA
Aow Leuk,AL1,25,24,TUR,NA,NA
Aow Leuk,AL1,25,25,TUR,NA,NA
Aow Leuk,AL1,26,1,TUR,NA,NA
Aow Leuk,AL1,26,2,TUR,NA,NA
Aow Leuk,AL1,26,3,TUR,NA,NA
Aow Leuk,AL1,26,4,TUR,NA,NA
Aow Leuk,AL1,26,5,TUR,NA,NA
Aow Leuk,AL1,26,6,TUR,NA,NA
Aow Leuk,AL1,26,7,TUR,NA,NA
Aow Leuk,AL1,26,8,TUR,NA,NA
Aow Leuk,AL1,26,9,TUR,NA,NA
Aow Leuk,AL1,26,10,TUR,NA,NA
Aow Leuk,AL1,26,11,TUR,NA,NA
Aow Leuk,AL1,26,12,TUR,NA,NA
Aow Leuk,AL1,26,13,TUR,NA,NA
Aow Leuk,AL1,26,14,TUR,NA,NA
Aow Leuk,AL1,26,15,TUR,NA,NA
Aow Leuk,AL1,26,16,TUR,NA,NA
Aow Leuk,AL1,26,17,TUR,NA,NA
Aow Leuk,AL1,26,18,HC,SUB,NA
Aow Leuk,AL1,26,19,TUR,NA,NA
Aow Leuk,AL1,26,20,TUR,NA,NA
Aow Leuk,AL1,26,21,TUR,NA,NA
Aow Leuk,AL1,26,22,TUR,NA,NA
Aow Leuk,AL1,26,23,TUR,NA,NA
Aow Leuk,AL1,26,24,TUR,NA,NA
Aow Leuk,AL1,26,25,TUR,NA,NA
Aow Leuk,AL1,27,1,HC,SUB,NA
Aow Leuk,AL1,27,2,HC,SUB,NA
Aow Leuk,AL1,27,3,AB,NA,NA
Aow Leuk,AL1,27,4,AB,NA,NA
Aow Leuk,AL1,27,5,AB,NA,NA
Aow Leuk,AL1,27,6,AB,NA,NA
Aow Leuk,AL1,27,7,AB,NA,NA
Aow Leuk,AL1,27,8,AB,NA,NA
Aow Leuk,AL1,27,9,HC,SUB,NA
Aow Leuk,AL1,27,10,TUR,NA,NA
Aow Leuk,AL1,27,11,TUR,NA,NA
Aow Leuk,AL1,27,12,TUR,NA,NA
Aow Leuk,AL1,27,13,TUR,NA,NA
Aow Leuk,AL1,27,14,HC,SUB,NA
Aow Leuk,AL1,27,15,AB,NA,NA
Aow Leuk,AL1,27,16,HC,ENC,NA
Aow Leuk,AL1,27,17,HC,SUB,NA
Aow Leuk,AL1,27,18,AB,NA,NA
Aow Leuk,AL1,27,19,TUR,NA,NA
Aow Leuk,AL1,27,20,TUR,NA,NA
Aow Leuk,AL1,27,21,HC,SUB,NA
Aow Leuk,AL1,27,22,HC,SUB,NA
Aow Leuk,AL1,27,23,TUR,NA,NA
Aow Leuk,AL1,27,24,HC,SUB,NA
Aow Leuk,AL1,27,25,TUR,NA,NA
Aow Leuk,AL1,28,1,HC,SUB,NA
Aow Leuk,AL1,28,2,HC,SUB,NA
Aow Leuk,AL1,28,3,TUR,NA,NA
Aow Leuk,AL1,28,4,AB,NA,NA
Aow Leuk,AL1,28,5,HC,SUB,NA
Aow Leuk,AL1,28,6,TUR,NA,NA
Aow Leuk,AL1,28,7,TUR,NA,NA
Aow Leuk,AL1,28,8,AB,NA,NA
Aow Leuk,AL1,28,9,HC,SUB,NA
Aow Leuk,AL1,28,10,TUR,NA,NA
Aow Leuk,AL1,28,11,TUR,NA,NA
Aow Leuk,AL1,28,12,HC,SUB,NA
Aow Leuk,AL1,28,13,TUR,NA,NA
Aow Leuk,AL1,28,14,TUR,NA,NA
Aow Leuk,AL1,28,15,TUR,NA,NA
Aow Leuk,AL1,28,16,HC,SUB,NA
Aow Leuk,AL1,28,17,HC,LAM,NA
Aow Leuk,AL1,28,18,AB,NA,NA
Aow Leuk,AL1,28,19,TUR,NA,NA
Aow Leuk,AL1,28,20,TUR,NA,NA
Aow Leuk,AL1,28,21,AB,NA,NA
Aow Leuk,AL1,28,22,TUR,NA,NA
Aow Leuk,AL1,28,23,TUR,NA,NA
Aow Leuk,AL1,28,24,TUR,NA,NA
Aow Leuk,AL1,28,25,HC,SUB,NA
Aow Leuk,AL1,29,1,HC,SUB,NA
Aow Leuk,AL1,29,2,HC,SUB,NA
Aow Leuk,AL1,29,3,HC,SUB,NA
Aow Leuk,AL1,29,4,HC,SUB,NA
Aow Leuk,AL1,29,5,HC,ENC,NA
Aow Leuk,AL1,29,6,TUR,NA,NA
Aow Leuk,AL1,29,7,HC,SUB,NA
Aow Leuk,AL1,29,8,HC,SUB,NA
Aow Leuk,AL1,29,9,TUR,NA,NA
Aow Leuk,AL1,29,10,HC,SUB,NA
Aow Leuk,AL1,29,11,AB,NA,NA
Aow Leuk,AL1,29,12,HC,SUB,NA
Aow Leuk,AL1,29,13,HC,LAM,NA
Aow Leuk,AL1,29,14,MAC,NA,NA
Aow Leuk,AL1,29,15,MAC,NA,NA
Aow Leuk,AL1,29,16,HC,SUB,NA
Aow Leuk,AL1,29,17,HC,SUB,NA
Aow Leuk,AL1,29,18,TUR,NA,NA
Aow Leuk,AL1,29,19,MAC,NA,NA
Aow Leuk,AL1,29,20,HC,SUB,NA
Aow Leuk,AL1,29,21,HC,SUB,NA
Aow Leuk,AL1,29,22,HC,SUB,NA
Aow Leuk,AL1,29,23,HC,SUB,NA
Aow Leuk,AL1,29,24,HC,LAM,NA
Aow Leuk,AL1,29,25,HC,SUB,NA
Aow Leuk,AL1,30,1,HC,SUB,NA
Aow Leuk,AL1,30,2,HC,SUB,NA
Aow Leuk,AL1,30,3,HC,SUB,NA
Aow Leuk,AL1,30,4,HC,LAM,NA
Aow Leuk,AL1,30,5,HC,SUB,NA
Aow Leuk,AL1,30,6,HC,SUB,NA
Aow Leuk,AL1,30,7,HC,SUB,NA
Aow Leuk,AL1,30,8,HC,SUB,NA
Aow Leuk,AL1,30,9,HC,SUB,NA
Aow Leuk,AL1,30,10,HC,SUB,NA
Aow Leuk,AL1,30,11,HC,SUB,NA
Aow Leuk,AL1,30,12,HC,SUB,NA
Aow Leuk,AL1,30,13,HC,SUB,NA
Aow Leuk,AL1,30,14,HC,SUB,NA
Aow Leuk,AL1,30,15,HC,SUB,NA
Aow Leuk,AL1,30,16,HC,SUB,NA
Aow Leuk,AL1,30,17,HC,LAM,NA
Aow Leuk,AL1,30,18,HC,SUB,NA
Aow Leuk,AL1,30,19,HC,SUB,NA
Aow Leuk,AL1,30,20,HC,SUB,NA
Aow Leuk,AL1,30,21,HC,SUB,NA
Aow Leuk,AL1,30,22,HC,SUB,NA
Aow Leuk,AL1,30,23,HC,SUB,NA
Aow Leuk,AL1,30,24,HC,SUB,NA
Aow Leuk,AL1,30,25,HC,SUB,NA
Aow Leuk,AL1,31,1,AB,NA,NA
Aow Leuk,AL1,31,2,HC,LAM,NA
Aow Leuk,AL1,31,3,AB,NA,NA
Aow Leuk,AL1,31,4,TUR,NA,NA
Aow Leuk,AL1,31,5,AB,NA,NA
Aow Leuk,AL1,31,6,AB,NA,NA
Aow Leuk,AL1,31,7,AB,NA,NA
Aow Leuk,AL1,31,8,AB,NA,NA
Aow Leuk,AL1,31,9,AB,NA,NA
Aow Leuk,AL1,31,10,HC,SUB,NA
Aow Leuk,AL1,31,11,AB,NA,NA
Aow Leuk,AL1,31,12,AB,NA,NA
Aow Leuk,AL1,31,13,HC,SUB,NA
Aow Leuk,AL1,31,14,TUR,NA,NA
Aow Leuk,AL1,31,15,TUR,NA,NA
Aow Leuk,AL1,31,16,HC,LAM,NA
Aow Leuk,AL1,31,17,HC,LAM,NA
Aow Leuk,AL1,31,18,TUR,NA,NA
Aow Leuk,AL1,31,19,AB,NA,NA
Aow Leuk,AL1,31,20,AB,NA,NA
Aow Leuk,AL1,31,21,AB,NA,NA
Aow Leuk,AL1,31,22,HC,SUB,NA
Aow Leuk,AL1,31,23,AB,NA,NA
Aow Leuk,AL1,31,24,HC,SUB,NA
Aow Leuk,AL1,31,25,HC,SUB,NA
Aow Leuk,AL1,32,1,TUR,NA,NA
Aow Leuk,AL1,32,2,AB,NA,NA
Aow Leuk,AL1,32,3,TUR,NA,NA
Aow Leuk,AL1,32,4,AB,NA,NA
Aow Leuk,AL1,32,5,AB,NA,NA
Aow Leuk,AL1,32,6,HC,SUB,NA
Aow Leuk,AL1,32,7,AB,NA,NA
Aow Leuk,AL1,32,8,HC,FOL,NA
Aow Leuk,AL1,32,9,AB,NA,NA
Aow Leuk,AL1,32,10,HC,SUB,NA
Aow Leuk,AL1,32,11,AB,NA,NA
Aow Leuk,AL1,32,12,HC,FOL,NA
Aow Leuk,AL1,32,13,TUR,NA,NA
Aow Leuk,AL1,32,14,UK,NA,NA
Aow Leuk,AL1,32,15,HC,SUB,NA
Aow Leuk,AL1,32,16,AB,NA,NA
Aow Leuk,AL1,32,17,TUR,NA,NA
Aow Leuk,AL1,32,18,AB,NA,NA
Aow Leuk,AL1,32,19,AB,NA,NA
Aow Leuk,AL1,32,20,HC,FOL,NA
Aow Leuk,AL1,32,21,AB,NA,NA
Aow Leuk,AL1,32,22,HC,FOL,NA
Aow Leuk,AL1,32,23,TUR,NA,NA
Aow Leuk,AL1,32,24,TUR,NA,NA
Aow Leuk,AL1,32,25,AB,NA,NA
Aow Leuk,AL1,33,1,AB,NA,NA
Aow Leuk,AL1,33,2,OB,NA,NA
Aow Leuk,AL1,33,3,TUR,NA,NA
Aow Leuk,AL1,33,4,HC,SUB,NA
Aow Leuk,AL1,33,5,HC,MAS,NA
Aow Leuk,AL1,33,6,HC,SUB,NA
Aow Leuk,AL1,33,7,HC,SUB,NA
Aow Leuk,AL1,33,8,TUR,NA,NA
Aow Leuk,AL1,33,9,HC,SUB,NA
Aow Leuk,AL1,33,10,HC,SUB,NA
Aow Leuk,AL1,33,11,HC,SUB,NA
Aow Leuk,AL1,33,12,HC,SUB,NA
Aow Leuk,AL1,33,13,TUR,NA,NA
Aow Leuk,AL1,33,14,HC,SUB,NA
Aow Leuk,AL1,33,15,TUR,NA,NA
Aow Leuk,AL1,33,16,HC,SUB,NA
Aow Leuk,AL1,33,17,AB,NA,NA
Aow Leuk,AL1,33,18,TUR,NA,NA
Aow Leuk,AL1,33,19,HC,SUB,NA
Aow Leuk,AL1,33,20,HC,SUB,NA
Aow Leuk,AL1,33,21,TUR,NA,NA
Aow Leuk,AL1,33,22,HC,SUB,NA
Aow Leuk,AL1,33,23,AB,NA,NA
Aow Leuk,AL1,33,24,HC,MAS,NA
Aow Leuk,AL1,33,25,AB,NA,NA
Aow Leuk,AL1,34,1,OB,NA,NA
Aow Leuk,AL1,34,2,AB,NA,NA
Aow Leuk,AL1,34,3,HC,LAM,NA
Aow Leuk,AL1,34,4,OB,NA,NA
Aow Leuk,AL1,34,5,OB,NA,NA
Aow Leuk,AL1,34,6,AB,NA,NA
Aow Leuk,AL1,34,7,OB,NA,NA
Aow Leuk,AL1,34,8,OB,NA,NA
Aow Leuk,AL1,34,9,HC,SUB,NA
Aow Leuk,AL1,34,10,TUR,NA,NA
Aow Leuk,AL1,34,11,TUR,NA,NA
Aow Leuk,AL1,34,12,OB,NA,NA
Aow Leuk,AL1,34,13,OB,NA,NA
Aow Leuk,AL1,34,14,TUR,NA,NA
Aow Leuk,AL1,34,15,AB,NA,NA
Aow Leuk,AL1,34,16,OB,NA,NA
Aow Leuk,AL1,34,17,HC,SUB,NA
Aow Leuk,AL1,34,18,OB,NA,NA
Aow Leuk,AL1,34,19,AB,NA,NA
Aow Leuk,AL1,34,20,AB,NA,NA
Aow Leuk,AL1,34,21,HC,SUB,NA
Aow Leuk,AL1,34,22,TUR,NA,NA
Aow Leuk,AL1,34,23,HC,SUB,NA
Aow Leuk,AL1,34,24,AB,NA,NA
Aow Leuk,AL1,34,25,OB,NA,NA
Aow Leuk,AL1,35,1,HC,SUB,NA
Aow Leuk,AL1,35,2,HC,MAS,NA
Aow Leuk,AL1,35,3,AB,NA,NA
Aow Leuk,AL1,35,4,HC,MAS,NA
Aow Leuk,AL1,35,5,HC,SUB,NA
Aow Leuk,AL1,35,6,TUR,NA,NA
Aow Leuk,AL1,35,7,HC,MAS,NA
Aow Leuk,AL1,35,8,HC,SUB,NA
Aow Leuk,AL1,35,9,HC,SUB,NA
Aow Leuk,AL1,35,10,HC,SUB,NA
Aow Leuk,AL1,35,11,AB,NA,NA
Aow Leuk,AL1,35,12,HC,MAS,NA
Aow Leuk,AL1,35,13,HC,MAS,NA
Aow Leuk,AL1,35,14,HC,SUB,NA
Aow Leuk,AL1,35,15,HC,MAS,NA
Aow Leuk,AL1,35,16,HC,MAS,NA
Aow Leuk,AL1,35,17,HC,SUB,NA
Aow Leuk,AL1,35,18,HC,CAE,NA
Aow Leuk,AL1,35,19,HC,MAS,NA
Aow Leuk,AL1,35,20,TUR,NA,NA
Aow Leuk,AL1,35,21,HC,SUB,NA
Aow Leuk,AL1,35,22,HC,MAS,NA
Aow Leuk,AL1,35,23,HC,LAM,NA
Aow Leuk,AL1,35,24,HC,SUB,NA
Aow Leuk,AL1,35,25,AB,NA,NA
Aow Leuk,AL1,36,1,TUR,NA,NA
Aow Leuk,AL1,36,2,HC,ARB,NA
Aow Leuk,AL1,36,3,TUR,NA,NA
Aow Leuk,AL1,36,4,TUR,NA,NA
Aow Leuk,AL1,36,5,TUR,NA,NA
Aow Leuk,AL1,36,6,TUR,NA,NA
Aow Leuk,AL1,36,7,TUR,NA,NA
Aow Leuk,AL1,36,8,TUR,NA,NA
Aow Leuk,AL1,36,9,TUR,NA,NA
Aow Leuk,AL1,36,10,TUR,NA,NA
Aow Leuk,AL1,36,11,MAC,NA,NA
Aow Leuk,AL1,36,12,TUR,NA,NA
Aow Leuk,AL1,36,13,AB,NA,NA
Aow Leuk,AL1,36,14,TUR,NA,NA
Aow Leuk,AL1,36,15,HC,ARB,NA
Aow Leuk,AL1,36,16,TUR,NA,NA
Aow Leuk,AL1,36,17,TUR,NA,NA
Aow Leuk,AL1,36,18,HC,ARB,NA
Aow Leuk,AL1,36,19,TUR,NA,NA
Aow Leuk,AL1,36,20,TUR,NA,NA
Aow Leuk,AL1,36,21,HC,ARB,NA
Aow Leuk,AL1,36,22,TUR,NA,NA
Aow Leuk,AL1,36,23,TUR,NA,NA
Aow Leuk,AL1,36,24,TUR,NA,NA
Aow Leuk,AL1,36,25,TUR,NA,NA
Aow Leuk,AL1,37,1,AB,NA,NA
Aow Leuk,AL1,37,2,AB,NA,NA
Aow Leuk,AL1,37,3,HC,SUB,NA
Aow Leuk,AL1,37,4,HC,SUB,NA
Aow Leuk,AL1,37,5,OB,NA,NA
Aow Leuk,AL1,37,6,HC,MAS,NA
Aow Leuk,AL1,37,7,HC,SUB,NA
Aow Leuk,AL1,37,8,OB,NA,NA
Aow Leuk,AL1,37,9,AB,NA,NA
Aow Leuk,AL1,37,10,TUR,NA,NA
Aow Leuk,AL1,37,11,HC,SUB,NA
Aow Leuk,AL1,37,12,TUR,NA,NA
Aow Leuk,AL1,37,13,AB,NA,NA
Aow Leuk,AL1,37,14,HC,MAS,NA
Aow Leuk,AL1,37,15,OB,NA,NA
Aow Leuk,AL1,37,16,TUR,NA,NA
Aow Leuk,AL1,37,17,AB,NA,NA
Aow Leuk,AL1,37,18,TUR,NA,NA
Aow Leuk,AL1,37,19,HC,SUB,NA
Aow Leuk,AL1,37,20,AB,NA,NA
Aow Leuk,AL1,37,21,TUR,NA,NA
Aow Leuk,AL1,37,22,OB,NA,NA
Aow Leuk,AL1,37,23,OB,NA,NA
Aow Leuk,AL1,37,24,OB,NA,NA
Aow Leuk,AL1,37,25,AB,NA,NA
Aow Leuk,AL1,38,1,AB,NA,NA
Aow Leuk,AL1,38,2,TUR,NA,NA
Aow Leuk,AL1,38,3,AB,NA,NA
Aow Leuk,AL1,38,4,AB,NA,NA
Aow Leuk,AL1,38,5,AB,NA,NA
Aow Leuk,AL1,38,6,AB,NA,NA
Aow Leuk,AL1,38,7,HC,SUB,NA
Aow Leuk,AL1,38,8,HC,SUB,NA
Aow Leuk,AL1,38,9,TUR,NA,NA
Aow Leuk,AL1,38,10,AB,NA,NA
Aow Leuk,AL1,38,11,TUR,NA,NA
Aow Leuk,AL1,38,12,TUR,NA,NA
Aow Leuk,AL1,38,13,TUR,NA,NA
Aow Leuk,AL1,38,14,TUR,NA,NA
Aow Leuk,AL1,38,15,AB,NA,NA
Aow Leuk,AL1,38,16,HC,SUB,NA
Aow Leuk,AL1,38,17,AB,NA,NA
Aow Leuk,AL1,38,18,AB,NA,NA
Aow Leuk,AL1,38,19,TUR,NA,NA
Aow Leuk,AL1,38,20,HC,SUB,NA
Aow Leuk,AL1,38,21,TUR,NA,NA
Aow Leuk,AL1,38,22,TUR,NA,NA
Aow Leuk,AL1,38,23,TUR,NA,NA
Aow Leuk,AL1,38,24,TUR,NA,NA
Aow Leuk,AL1,38,25,AB,NA,NA
Aow Leuk,AL1,39,1,TUR,NA,NA
Aow Leuk,AL1,39,2,HC,SUB,NA
Aow Leuk,AL1,39,3,HC,SUB,NA
Aow Leuk,AL1,39,4,HC,SUB,NA
Aow Leuk,AL1,39,5,TUR,NA,NA
Aow Leuk,AL1,39,6,TUR,NA,NA
Aow Leuk,AL1,39,7,TUR,NA,NA
Aow Leuk,AL1,39,8,TUR,NA,NA
Aow Leuk,AL1,39,9,TUR,NA,NA
Aow Leuk,AL1,39,10,TUR,NA,NA
Aow Leuk,AL1,39,11,TUR,NA,NA
Aow Leuk,AL1,39,12,HC,SUB,NA
Aow Leuk,AL1,39,13,TUR,NA,NA
Aow Leuk,AL1,39,14,HC,SUB,NA
Aow Leuk,AL1,39,15,HC,SUB,NA
Aow Leuk,AL1,39,16,AB,NA,NA
Aow Leuk,AL1,39,17,TUR,NA,NA
Aow Leuk,AL1,39,18,HC,SUB,NA
Aow Leuk,AL1,39,19,TUR,NA,NA
Aow Leuk,AL1,39,20,TUR,NA,NA
Aow Leuk,AL1,39,21,TUR,NA,NA
Aow Leuk,AL1,39,22,TUR,NA,NA
Aow Leuk,AL1,39,23,TUR,NA,NA
Aow Leuk,AL1,39,24,HC,SUB,NA
Aow Leuk,AL1,39,25,TUR,NA,NA
Aow Leuk,AL1,40,1,TUR,NA,NA
Aow Leuk,AL1,40,2,HC,SUB,NA
Aow Leuk,AL1,40,3,TUR,NA,NA
Aow Leuk,AL1,40,4,HC,SUB,NA
Aow Leuk,AL1,40,5,TUR,NA,NA
Aow Leuk,AL1,40,6,TUR,NA,NA
Aow Leuk,AL1,40,7,TUR,NA,NA
Aow Leuk,AL1,40,8,TUR,NA,NA
Aow Leuk,AL1,40,9,TUR,NA,NA
Aow Leuk,AL1,40,10,TUR,NA,NA
Aow Leuk,AL1,40,11,TUR,NA,NA
Aow Leuk,AL1,40,12,TUR,NA,NA
Aow Leuk,AL1,40,13,TUR,NA,NA
Aow Leuk,AL1,40,14,TUR,NA,NA
Aow Leuk,AL1,40,15,TUR,NA,NA
Aow Leuk,AL1,40,16,TUR,NA,NA
Aow Leuk,AL1,40,17,TUR,NA,NA
Aow Leuk,AL1,40,18,TUR,NA,NA
Aow Leuk,AL1,40,19,TUR,NA,NA
Aow Leuk,AL1,40,20,TUR,NA,NA
Aow Leuk,AL1,40,21,MAC,NA,NA
Aow Leuk,AL1,40,22,TUR,NA,NA
Aow Leuk,AL1,40,23,TUR,NA,NA
Aow Leuk,AL1,40,24,MAC,NA,NA
Aow Leuk,AL1,40,25,TUR,NA,NA
Aow Leuk,AL1,41,1,AB,NA,NA
Aow Leuk,AL1,41,2,TUR,NA,NA
Aow Leuk,AL1,41,3,AB,NA,NA
Aow Leuk,AL1,41,4,AB,NA,NA
Aow Leuk,AL1,41,5,AB,NA,NA
Aow Leuk,AL1,41,6,TUR,NA,NA
Aow Leuk,AL1,41,7,TUR,NA,NA
Aow Leuk,AL1,41,8,AB,NA,NA
Aow Leuk,AL1,41,9,TUR,NA,NA
Aow Leuk,AL1,41,10,TUR,NA,NA
Aow Leuk,AL1,41,11,TUR,NA,NA
Aow Leuk,AL1,41,12,TUR,NA,NA
Aow Leuk,AL1,41,13,TUR,NA,NA
Aow Leuk,AL1,41,14,TUR,NA,NA
Aow Leuk,AL1,41,15,AB,NA,NA
Aow Leuk,AL1,41,16,TUR,NA,NA
Aow Leuk,AL1,41,17,TUR,NA,NA
Aow Leuk,AL1,41,18,AB,NA,NA
Aow Leuk,AL1,41,19,TUR,NA,NA
Aow Leuk,AL1,41,20,AB,NA,NA
Aow Leuk,AL1,41,21,AB,NA,NA
Aow Leuk,AL1,41,22,TUR,NA,NA
Aow Leuk,AL1,41,23,TUR,NA,NA
Aow Leuk,AL1,41,24,TUR,NA,NA
Aow Leuk,AL1,41,25,AB,NA,NA
Aow Leuk,AL1,42,1,HC,MAS,NA
Aow Leuk,AL1,42,2,AB,NA,NA
Aow Leuk,AL1,42,3,TUR,NA,NA
Aow Leuk,AL1,42,4,TUR,NA,NA
Aow Leuk,AL1,42,5,HC,MAS,NA
Aow Leuk,AL1,42,6,HC,MAS,NA
Aow Leuk,AL1,42,7,HC,MAS,NA
Aow Leuk,AL1,42,8,TUR,NA,NA
Aow Leuk,AL1,42,9,HC,MAS,NA
Aow Leuk,AL1,42,10,TUR,NA,NA
Aow Leuk,AL1,42,11,AB,NA,NA
Aow Leuk,AL1,42,12,HC,MAS,NA
Aow Leuk,AL1,42,13,HC,MAS,NA
Aow Leuk,AL1,42,14,AB,NA,NA
Aow Leuk,AL1,42,15,HC,MAS,NA
Aow Leuk,AL1,42,16,HC,MAS,NA
Aow Leuk,AL1,42,17,HC,MAS,NA
Aow Leuk,AL1,42,18,HC,MAS,NA
Aow Leuk,AL1,42,19,TUR,NA,NA
Aow Leuk,AL1,42,20,TUR,NA,NA
Aow Leuk,AL1,42,21,TUR,NA,NA
Aow Leuk,AL1,42,22,TUR,NA,NA
Aow Leuk,AL1,42,23,HC,MAS,NA
Aow Leuk,AL1,42,24,HC,MAS,NA
Aow Leuk,AL1,42,25,HC,MAS,NA
Aow Leuk,AL1,43,1,AB,NA,NA
Aow Leuk,AL1,43,2,TUR,NA,NA
Aow Leuk,AL1,43,3,HC,CAE,NA
Aow Leuk,AL1,43,4,HC,MAS,NA
Aow Leuk,AL1,43,5,AB,NA,NA
Aow Leuk,AL1,43,6,TUR,NA,NA
Aow Leuk,AL1,43,7,HC,MAS,NA
Aow Leuk,AL1,43,8,TUR,NA,NA
Aow Leuk,AL1,43,9,TUR,NA,NA
Aow Leuk,AL1,43,10,HC,MAS,NA
Aow Leuk,AL1,43,11,UK,NA,NA
Aow Leuk,AL1,43,12,TUR,NA,NA
Aow Leuk,AL1,43,13,AB,NA,NA
Aow Leuk,AL1,43,14,HC,ARB,NA
Aow Leuk,AL1,43,15,TUR,NA,NA
Aow Leuk,AL1,43,16,OB,NA,NA
Aow Leuk,AL1,43,17,HC,MAS,NA
Aow Leuk,AL1,43,18,TUR,NA,NA
Aow Leuk,AL1,43,19,HC,MAS,NA
Aow Leuk,AL1,43,20,TUR,NA,NA
Aow Leuk,AL1,43,21,TUR,NA,NA
Aow Leuk,AL1,43,22,AB,NA,NA
Aow Leuk,AL1,43,23,HC,LAB,NA
Aow Leuk,AL1,43,24,TUR,NA,NA
Aow Leuk,AL1,43,25,HC,ARB,NA
Aow Leuk,AL1,44,1,TUR,NA,NA
Aow Leuk,AL1,44,2,AB,NA,NA
Aow Leuk,AL1,44,3,TUR,NA,NA
Aow Leuk,AL1,44,4,HC,SUB,NA
Aow Leuk,AL1,44,5,AB,NA,NA
Aow Leuk,AL1,44,6,TUR,NA,NA
