model,question,response,family,n_obs,AIC,significant_fixed_effects
m_feeding_pref,"Substrate-specific feeding differs by substrate, family, availability, and CoTS context","cbind(bites_sub, bites_other)",beta-binomial,1008,4853.969380915326,substrateMAC (p = <0.001); substrateHC (p = <0.001); familyRabbitfish (p = 0.006); familyButterflyfish (p = <0.001); avail_pct_sc (p = 0.002); substrateHC:familyButterflyfish (p = <0.001)
